Incident Type,Location,Borough,Creation Date,Closed Date,Latitude,Longitude
LawEnforcement-Suspicious Package,455 Madison Ave.,Manhattan,09/23/2012 04:01:19 PM,09/23/2012 05:33:42 PM,40.75811389715403,-73.97539336674451
Structural-Falling Debris,540 Bedford Ave.,Brooklyn,09/18/2012 06:57:31 PM,09/23/2012 06:31:33 PM,40.70526013436615,-73.96240337665257
Utility-Water Main,455 Madison Ave.,Manhattan,04/14/2013 02:50:01 PM,04/14/2013 08:19:17 PM,40.75811389715403,-73.97539336674451
Rescue-Technical,West 31 Street & 9 Avenue,Manhattan,04/14/2013 09:12:46 PM,04/14/2013 11:56:46 PM,40.75143853529087,-73.99767926074567
Utility-Power Outage,455 Madison Avenue,Manhattan,04/15/2013 01:20:15 AM,04/15/2013 11:57:56 AM,40.75811389715403,-73.97539336674451
Structural-Construction Accident,206 Garfield Place,Brooklyn,04/15/2013 02:35:25 PM,04/15/2013 05:38:42 PM,40.67225535825923,-73.97694633317468
Law Enforcement-Suspicious Package,East 42 Street and Vanderbilt Avenue,Manhattan,05/22/2015 09:18:01 AM,05/22/2015 10:35:04 AM,40.75241090883957,-73.97834787224372
Fire-1st Alarm,38-18 Union Street,Queens,05/22/2015 08:13:08 AM,05/22/2015 06:23:55 PM,40.76149177797468,-73.82707330237876
HazMat-Suspicious Substance,257  East 46 street,Brooklyn,09/16/2013 11:43:38 AM,09/16/2013 12:39:35 PM,40.65571007685977,-73.93470167642886
Utility-Water Main,West End Avenue & West 65 Street,Manhattan,09/16/2013 02:28:11 AM,09/16/2013 10:42:08 PM,40.775372056116275,-73.98770974232364
HazMat-Liquid,4560 Matilda Ave,Bronx,09/17/2013 02:11:00 PM,09/17/2013 08:15:05 PM,40.90199529879048,-73.85394328481487
Utility-Water Main,26  Kelly Blvd,Staten Island,09/18/2013 01:59:10 PM,09/18/2013 07:37:51 PM,40.58949830326767,-74.1516416709846
Structural-Collapse,1527 Roselle St.,Bronx,02/15/2014 02:31:14 PM,02/15/2014 05:27:50 PM,40.84378874664402,-73.84775337042271
Fire-2nd Alarm,144-01 Sutter Avenue,Queens,02/17/2014 03:13:11 AM,02/17/2014 06:17:52 AM,40.67231874242803,-73.79467958889968
Structural-Partial Collapse,43 Claver Place,Brooklyn,02/15/2014 09:14:11 PM,02/17/2014 11:05:17 AM,40.68172748276769,-73.9573870214682
Fire-3rd Alarm,912 Saratoga Avenue,Brooklyn,02/17/2014 01:10:35 PM,02/18/2014 11:29:43 AM,40.6580821230558,-73.91459880256708
Fire-3rd Alarm,Olympia Boulevard & South Beach Avenue,Staten Island,05/25/2015 10:35:38 PM,05/26/2015 12:52:27 AM,40.59281527301272,-74.07103388942181
Law Enforcement-Suspicious Package,12 Avenue & West 47 Street,Manhattan,05/30/2015 03:10:25 PM,05/30/2015 03:38:31 PM,40.76490425976122,-73.99813725728247
Fire-1st Alarm,151 West 100 Street,Manhattan,12/23/2016 01:36:49 PM,,40.71442154062271,-74.00607638041981
Structural-Collapse,315 East 166 St.,Bronx,04/05/2014 06:13:12 PM,05/09/2014 07:34:47 AM,40.83007688823892,-73.91419235649124
Other-Construction Accident (Load Drop),,Manhattan,02/16/2012 10:14:07 AM,02/16/2012 12:56:26 PM,40.71206460509401,-74.01015399997344
HazMat-Aerosol,2441 Wallace Ave,Bronx,02/16/2012 02:33:58 PM,02/16/2012 03:55:56 PM,40.86210867923918,-73.86457656182183
HazMat-Building Evacuation Due To Chemical Odor,131-07 14th Avenue,Queens,02/17/2012 08:09:52 AM,02/17/2012 09:26:53 AM,40.78615422134951,-73.83712762104123
Structural-Life Safety Violations,317  West 51 Street,Manhattan,09/24/2012 08:12:22 PM,09/24/2012 11:26:14 PM,40.76321544865828,-73.98634023305004
LawEnforcement-Suspicious Package,2750 Throop Avenue,Bronx,09/27/2012 09:44:55 AM,09/27/2012 10:34:33 AM,40.86607997268382,-73.8509815623712
Structural-Evacuation,921 Montgomery Street,Brooklyn,09/26/2012 01:17:17 PM,09/27/2012 02:34:33 PM,40.664481933310725,-73.93389288311353
Structural-Vacate,899 Montgomery Street,Brooklyn,09/27/2012 12:55:57 PM,09/28/2012 12:07:45 AM,40.6645512931671,-73.9351940520187
HazMat-High Carbon Monoxide,2365 8 Ave,Manhattan,09/29/2012 02:53:35 PM,09/29/2012 04:48:33 PM,40.81138657550965,-73.95029577900256
HazMat-Chemical,1601 Broadway,Manhattan,10/01/2012 10:11:14 AM,10/01/2012 11:34:58 AM,40.76037723892242,-73.98516404600166
Utility-Other,934 3 Avenue,Manhattan,01/26/2016 10:01:29 AM,01/27/2016 05:17:28 PM,40.759742410564726,-73.96782686130645
Utility-Manhole,179-25 Leslie Road,Queens,01/27/2016 11:30:27 PM,01/28/2016 02:49:28 AM,,
Fire-2nd Alarm,162-05 89 Avenue,Queens,10/03/2016 04:06:41 PM,,,
Law Enforcement-Explosion,300 West 234 Street,Bronx,09/27/2016 07:36:10 AM,,,
Fire-Sensitive Location,38-54 Vernon Blvd,Queens,10/02/2012 07:29:19 AM,10/03/2012 09:17:59 PM,40.7590363594633,-73.9444799929595
Fire-2nd Alarm,509 W 134 St.,Manhattan,09/28/2012 03:09:31 PM,10/09/2012 12:23:38 PM,40.81854337396239,-73.9534372492943
Fire-10-76 (Commercial High Rise),130-30 28th Avenue,Queens,04/16/2013 01:57:18 PM,04/16/2013 04:55:53 PM,40.77282819346312,-73.8388571022055
Structural-Scaffold,West 48 St & 5th Ave,Manhattan,04/16/2013 05:23:51 PM,04/16/2013 08:23:43 PM,40.75728553350094,-73.97811527626749
Structural-Stability Problem,188 Avenue of Americas,Manhattan,09/19/2013 03:41:05 PM,09/19/2013 09:08:20 PM,40.726387151696784,-74.00358262485956
LawEnforcement-Suspicious Package,Surf Ave & West 8th Street,Brooklyn,09/23/2013 12:09:52 PM,09/23/2013 01:17:29 PM,40.57530379952973,-73.97660902501696
LawEnforcement-Suspicious Package,45 Greenvalley Rd,Staten Island,09/23/2013 08:47:32 PM,09/23/2013 09:39:46 PM,40.54851931733281,-74.1946561063114
Medical-Public Health,,Bronx,09/20/2013 10:38:56 AM,09/23/2013 10:50:36 PM,,
HazMat-High Carbon Monoxide,East 69 Street & Avenue L,Brooklyn,05/09/2014 11:37:51 AM,05/09/2014 01:02:13 PM,40.625296669393684,-73.91598805736642
LawEnforcement-Suspicious Package,542 West 22 Street,Manhattan,05/09/2014 05:31:59 PM,05/09/2014 06:05:19 PM,40.71443007069229,-74.00609616910214
Fire-2nd Alarm,2775 East 12 Street,Brooklyn,02/11/2012 06:46:49 PM,02/17/2012 03:37:30 PM,40.58351618105985,-73.95728767934483
HazMat-Solid,500 Pearl Street,Manhattan,02/17/2012 05:48:04 PM,02/17/2012 08:36:59 PM,40.713659749552576,-74.00151141307202
Structural-Life Safety Violations,1535 Vyse Avenue,Bronx,10/09/2012 06:45:31 PM,10/09/2012 11:09:12 PM,40.83387948575388,-73.88770034864939
Transportation-Train Ground Level,11 Street & Borden Avenue,Queens,10/10/2012 04:49:52 PM,,40.740916273585285,-73.95225733610242
Utility-Power Outage,1515 Pennysylvania Avenue,Brooklyn,10/11/2012 07:05:12 AM,10/11/2012 11:11:16 AM,,
Utility-Water Service Line,270 Nostrand Ave,Brooklyn,10/10/2012 04:18:36 PM,10/11/2012 11:51:55 AM,40.69085158996978,-73.95167295928724
Fire-Manhole,West 26 Street & 6th Avenue,Manhattan,02/19/2014 12:15:35 PM,02/19/2014 06:32:41 PM,40.744801437276365,-73.99141808994322
Law Enforcement-Suspicious Package,Cadman Plaza East & Tillary Street,Brooklyn,06/11/2015 09:24:49 PM,06/11/2015 09:45:22 PM,40.696243797007554,-73.99003593446176
Fire-2nd Alarm,114-48 Inwood Street,Queens,06/15/2015 10:18:48 AM,06/15/2015 12:13:26 PM,40.684244665461655,-73.79769321444577
Structural-Bricks,437 Throop Avenue,Brooklyn,06/21/2015 01:05:24 PM,06/22/2015 01:10:27 AM,40.6877784100398,-73.94188546223751
Structural-Other,258 4 Avenue,Brooklyn,06/19/2015 11:38:36 AM,06/22/2015 10:40:39 AM,40.6763462391516,-73.9837767218698
Fire-2nd Alarm,945 39th Street,Brooklyn,06/22/2015 12:15:10 PM,06/22/2015 04:41:42 PM,40.645147305493055,-73.99376236372831
HazMat-Fuel,Gowanus Expressway & Prospect Expressway,Brooklyn,06/22/2015 02:57:37 PM,06/22/2015 09:32:53 PM,,
Structural-Collapse,420 Tompkins Avenue,Brooklyn,06/22/2015 07:33:08 PM,06/22/2015 10:23:05 PM,40.68280858631603,-73.9438151426314
Structural-Street Collapse,121-03 18 Avenue,Queens,06/24/2015 07:22:06 PM,06/24/2015 08:33:15 PM,40.78322763719302,-73.84662439805027
Law Enforcement-Device,79 1 Place,Brooklyn,07/29/2015 02:02:47 PM,07/29/2015 02:52:12 PM,40.68064019190702,-73.99801702723215
Fire-2nd Alarm,85-44 54 Avenue,Queens,07/29/2015 05:42:33 PM,07/29/2015 07:29:28 PM,,
Fire-Manhole,110-08 Northern Boulevard,Queens,06/25/2015 11:30:46 AM,06/25/2015 02:21:35 PM,40.75787951948119,-73.85920082635757
Fire-2nd Alarm,704 Burke Avenue,Bronx,06/25/2015 03:15:00 PM,06/25/2015 09:25:18 PM,40.871426863349924,-73.86687528248714
Utility-Other,70 Lenox Avenue,Manhattan,06/25/2015 09:15:55 PM,06/26/2015 01:33:03 AM,40.800287184196705,-73.95093975868863
Fire-2nd Alarm,1212 Westchester Avenue,Bronx,06/26/2015 06:58:03 AM,06/26/2015 10:06:10 AM,40.82600095331891,-73.88929987687605
Fire-10-77 (Residential High Rise Fire),215 Wortman Avenue,Brooklyn,06/26/2015 08:49:04 AM,06/26/2015 03:01:48 PM,40.65677218311619,-73.88540352402795
Law Enforcement-Other,930 Flushing Avenue,Brooklyn,06/26/2015 04:44:48 PM,06/26/2015 08:18:17 PM,,
Fire-Collapse,2452 East 26 Street,Brooklyn,07/31/2015 02:04:26 PM,07/31/2015 03:22:15 PM,40.59228021559373,-73.94421176917477
Utility-Gas Service Line,4 Vernon Avenue,Brooklyn,07/31/2015 03:14:37 PM,07/31/2015 08:55:50 PM,40.69431827947116,-73.9517822370226
Medical-Injured City Worker,3119 Jerome Avenue,Bronx,08/02/2015 06:56:08 AM,08/02/2015 07:42:26 AM,40.87446109781948,-73.8888973803308
Aviation-Helicopter,1122 Todt Hill Road,Staten Island,08/02/2015 10:48:02 AM,08/02/2015 09:09:58 PM,40.58273887535395,-74.11255057768822
Utility-Water Main,Flatbush Ave & St. Marks Ave,Brooklyn,07/31/2015 07:43:20 PM,08/03/2015 04:47:59 AM,40.67973431112747,-73.97431183772623
Structural-Collapse,32-19 Broadway,Queens,08/04/2015 02:17:51 AM,08/04/2015 05:33:45 AM,40.76150341054975,-73.92436061472606
Utility-Manhole,924 2 Ave,Manhattan,11/29/2016 08:13:15 PM,11/30/2016 12:56:28 AM,40.71442154062271,-74.00607638041981
LawEnforcement-Suspicious Package,East 42 Street & Park Avenue,Manhattan,02/17/2012 09:07:25 PM,02/17/2012 10:39:05 PM,40.75211983754359,-73.97767664192217
Fire-4th Alarm,561 utica ave,Brooklyn,02/20/2012 10:45:26 AM,02/20/2012 08:35:10 PM,40.65969072506801,-73.93121965567983
Structural-Unstable Building,438 Wilson Ave,Brooklyn,09/21/2012 09:26:09 AM,10/11/2012 06:00:51 PM,40.693496836078715,-73.91308936353457
Utility-Other,78th Avenue & 60th Lane,Queens,10/16/2012 08:55:28 PM,10/16/2012 10:45:40 PM,40.69656921437863,-73.8945563503407
Structural-Partial Collapse,555 West 151 Street,Manhattan,10/16/2012 05:50:08 PM,10/17/2012 02:42:33 AM,40.82964813946738,-73.94630008254357
Structural-Crane,30 West 15 St,Manhattan,10/29/2012 10:03:03 PM,10/29/2012 11:56:12 PM,40.73716297151076,-73.99426254302266
Utility-Electric Feeder Cable,,Manhattan,05/12/2013 02:36:00 AM,05/12/2013 12:00:56 PM,,
Transportation-Train Subway,,Manhattan,08/19/2013 07:53:37 AM,08/19/2013 09:39:03 AM,40.74999455207903,-73.99212120686623
LawEnforcement-Suspicious Package,,Queens,04/29/2014 12:34:20 PM,04/29/2014 01:22:11 PM,,
Fire-3rd Alarm,99  Douglas Road,Staten Island,04/29/2014 09:40:39 PM,04/30/2014 12:25:19 AM,40.60769729720594,-74.09430800019891
LawEnforcement-Suspicious Package,800 Van Siclen Avenue,Brooklyn,04/30/2014 09:32:35 AM,04/30/2014 12:25:15 PM,40.66010982225874,-73.88538697745422
Utility-Power Outage,Smith Street & Bergen Avenue,Brooklyn,07/01/2015 05:24:15 PM,07/01/2015 08:31:51 PM,,
HazMat-Chemical,181 3 Avenue,Brooklyn,07/03/2015 08:07:05 AM,07/03/2015 09:52:47 AM,40.680534785537525,-73.9839307350808
Law Enforcement-Other,189 Washington Park,Brooklyn,07/03/2015 02:03:53 AM,07/03/2015 01:34:29 PM,40.69090806188842,-73.97336998318696
Structural-Partial Collapse,31 Pulaski Street,Brooklyn,07/03/2015 04:58:58 PM,07/03/2015 06:06:45 PM,40.69223991384946,-73.9504278716888
Law Enforcement-Suspicious Package,East 103 Street & 5th Avenue,Manhattan,08/10/2015 11:31:09 AM,08/10/2015 01:17:35 PM,40.79234734666076,-73.95252381563304
Structural-Confined Space,Avenue H & East 35 Street,Brooklyn,08/12/2015 09:30:09 PM,08/13/2015 12:57:17 AM,40.6319582373329,-73.94273028453013
Utility-Other,22 Thompson Street,Manhattan,08/10/2015 07:47:07 AM,08/14/2015 08:15:48 AM,40.72282168548735,-74.00434726283488
Fire-1st Alarm,15 Destiny Court,Staten Island,08/14/2015 06:31:27 AM,08/14/2015 08:43:26 AM,40.63045477165183,-74.16076670000072
Law Enforcement-Suspicious Package,1130 Grand Concourse,Bronx,07/01/2014 10:58:23 AM,07/02/2014 12:07:28 AM,40.83233066268842,-73.9195896081384
Law Enforcement-Other,65 13th Street,Brooklyn,06/30/2014 11:59:32 AM,07/02/2014 03:17:44 PM,40.67041584753873,-73.99582558098375
Fire-Collapse,2966 Jerome Avenue,Bronx,07/05/2014 11:07:15 PM,07/06/2014 01:33:41 AM,40.873004271240674,-73.88952897038148
Structural-Stability Problem,41-41 24 St,Queens,06/26/2014 03:08:18 PM,07/07/2014 04:31:49 PM,40.75206540682804,-73.9403928889444
Law Enforcement-Suspicious Package,Douglass Boulevard and West 117 Street,Manhattan,08/07/2014 11:28:58 AM,08/07/2014 12:03:49 PM,40.805097551450594,-73.95487345326087
HazMat-Chemical,55 East 124 Street,Manhattan,08/07/2014 11:42:18 AM,08/07/2014 01:58:13 PM,40.80486055252772,-73.94065625385927
Fire-1st Alarm,Franklin Avenue  & Fulton Street,Brooklyn,08/07/2014 05:32:27 PM,08/07/2014 06:32:47 PM,40.681136706948536,-73.9556676077586
Transportation-Train Subway,1 Bay Street,Staten Island,08/07/2014 02:12:31 PM,08/07/2014 11:49:58 PM,40.64354904637478,-74.07260853526222
Fire-Haz Mat,1752 Bartow Avenue,Bronx,08/07/2014 09:07:02 PM,08/08/2014 01:43:46 AM,40.86701371765738,-73.83716820145338
Rescue-High Angle,290 Broadway,Manhattan,08/11/2014 01:23:54 PM,08/11/2014 02:29:46 PM,40.714806925352214,-74.00576439059644
Structural-Stability Problem,33-09 37th Ave,Queens,10/22/2014 09:34:18 AM,10/23/2014 03:03:13 PM,40.75403814363857,-73.92937890946487
Structural-Collapse,69-11 58 Road,Queens,10/24/2014 02:31:35 PM,10/24/2014 07:18:02 PM,40.7240466090204,-73.89407272928995
Fire-10-76 (Commercial High Rise Fire),1500 Broadway,Manhattan,11/29/2014 12:15:25 PM,11/29/2014 01:58:01 PM,40.756855833383554,-73.98597336511821
Medical-Public Health,175-01 Van Wyck Expressway,Queens,11/30/2014 02:33:57 PM,11/30/2014 02:48:38 PM,40.64622,-73.78571
Aviation-Passenger Aircraft,JFK Airport,Queens,11/30/2014 12:19:32 PM,11/30/2014 03:11:50 PM,40.65458446564516,-73.79445497866179
Law Enforcement-Suspicious Package,,Brooklyn,12/02/2014 03:45:39 AM,12/02/2014 04:55:42 AM,,
HazMat-Fuel,7 Times Square,Manhattan,07/21/2015 10:59:29 AM,07/21/2015 01:28:46 PM,40.75591446978022,-73.98668102129851
Utility-Power Outage,475 Seaview Ave,Staten Island,07/20/2015 02:22:42 PM,07/21/2015 07:08:04 PM,40.58403733013407,-74.08708860658425
Law Enforcement-Suspicious Package,641 Lexington Avenue,Manhattan,07/23/2015 05:44:30 PM,07/23/2015 06:21:55 PM,40.7590294467766,-73.9703214726817
Utility-Water Main,180 6th Avenue,Brooklyn,07/22/2015 08:27:44 AM,07/23/2015 08:06:00 PM,40.676339667216546,-73.9773667265298
Transportation-Train Subway,Prince Street  & Broadway,Manhattan,07/24/2015 01:59:45 PM,07/24/2015 08:29:44 PM,40.72423529652127,-73.99778483319648
Fire-Manhole,50 West 36 Street,Manhattan,09/05/2015 03:52:43 PM,09/06/2015 06:42:21 AM,40.75058679895807,-73.98569677742758
Law Enforcement-Suspicious Package,1201 66th Street,Brooklyn,09/07/2015 05:33:32 PM,09/07/2015 05:46:46 PM,40.626518533929286,-74.0040131642361
Fire-Explosion,99 Terrace View Avenue,Bronx,08/20/2015 08:30:45 PM,09/08/2015 09:15:26 AM,40.8771051487863,-73.9122563300799
Structural-Other,65-35 Queens Blvd,Queens,09/10/2015 09:35:31 AM,09/10/2015 12:22:07 PM,40.740887782624974,-73.89946978169134
Utility-Manhole,East 34 Street & 5 Avenue,Manhattan,09/12/2015 04:53:54 PM,09/12/2015 06:35:02 PM,40.74843751462451,-73.98456038049484
Administration-Other,,Brooklyn,10/30/2016 08:19:34 PM,,,
Utility-Gas Main Rupture,1000 Broadway,Brooklyn,05/12/2014 03:31:27 PM,05/12/2014 06:40:51 PM,40.6960455493637,-73.93366405025489
Fire-2nd Alarm,422 West 57 St,Manhattan,05/12/2014 03:51:25 PM,05/12/2014 06:45:02 PM,40.71443007069229,-74.00609616910214
Fire-2nd Alarm,145-04 123rd Avenue,Queens,02/24/2012 08:39:34 AM,,40.67509796770736,-73.79398606084993
HazMat-Low Priority Sample Collected,780 Third Ave (Senator Schumer's Office),Manhattan,02/24/2012 05:27:44 PM,02/24/2012 08:00:40 PM,,
Structural-Construction Fence,Graham Avenue & Moore Street,Brooklyn,02/26/2012 01:26:23 PM,02/26/2012 02:34:03 PM,40.703764306990976,-73.94261449770798
Administration-Evacuation Drill,45 Monroe Place,Brooklyn,09/12/2012 11:33:17 AM,10/17/2012 03:22:51 PM,40.6958213090107,-73.99280197294048
Aviation-Large Aircraft,,Queens,10/25/2013 07:21:06 PM,,,
Transportation-Train Subway,400 West 31 Street,Manhattan,07/08/2014 08:16:44 AM,07/08/2014 09:46:31 AM,40.75154558536983,-73.99793912248263
Utility-Transformer,12 Avenue & West 46 Street,Manhattan,07/08/2014 11:47:07 AM,07/08/2014 02:23:55 PM,40.764281209686665,-73.99858129643454
Structural-Scaffold,55 West End Avenue,Manhattan,07/08/2014 10:40:41 PM,07/09/2014 01:54:36 AM,40.774211120546255,-73.98856924869627
Structural-Falling Debris,,Brooklyn,07/08/2014 10:39:03 PM,07/09/2014 03:28:03 AM,,
Fire-1st Alarm,1898 Fulton Street,Brooklyn,07/09/2014 03:17:06 PM,07/10/2014 12:24:42 AM,40.67897351997809,-73.92367547334212
Medical-Public Health,,Queens,02/23/2012 06:57:42 PM,02/27/2012 08:45:38 AM,40.595240973438,-73.78211573627239
Structural-Car Into House,1403 Taylor Avenue,Bronx,02/27/2012 08:32:15 AM,02/27/2012 01:15:22 PM,40.83559378591099,-73.8660579865854
LawEnforcement-Suspicious Package,503 Mosely Avenue,Staten Island,10/17/2012 04:07:35 PM,10/17/2012 06:11:22 PM,40.543688172220996,-74.16503389707447
Utility-Water Main,211 E 53 Street,Manhattan,10/17/2012 04:21:36 AM,10/18/2012 12:52:01 AM,40.75750024712196,-73.96889276610895
LawEnforcement-Suspicious Package,74 Street  & Broadway,Queens,10/18/2012 01:20:05 AM,10/18/2012 02:12:58 AM,40.74664168265065,-73.89139142095586
LawEnforcement-Suspicious Package,1755 Broadway,Manhattan,10/18/2012 11:36:27 AM,10/18/2012 12:09:01 PM,40.76574275236206,-73.98195355010907
Structural-Stability Problem,28 Ave B,Manhattan,04/16/2013 03:45:01 PM,04/17/2013 12:21:25 AM,40.72237314564477,-73.98319550695784
LawEnforcement-Suspicious Package,534 68 St,Brooklyn,04/17/2013 01:16:38 AM,04/17/2013 02:49:02 AM,40.633763131053044,-74.01986263592994
Other-Transformer Expolsion,2101 New England Thruway,Bronx,04/17/2013 10:55:38 AM,04/17/2013 12:00:47 PM,40.87927974537052,-73.83330500684023
LawEnforcement-Device,1718 Tenbroeck Avenue,Bronx,04/17/2013 11:42:03 AM,04/17/2013 12:34:29 PM,40.850428636694545,-73.84808517540338
Structural-Collapse,78-19 Jamaica Ave,Queens,04/12/2013 06:38:26 PM,04/17/2013 01:29:10 PM,40.691895441850406,-73.86373590148283
HazMat-Fuel,25 Brighton 4th Road,Brooklyn,04/23/2015 08:15:35 PM,04/24/2015 04:48:00 AM,40.5825850824979,-73.96347686721688
Structural-Scaffold,116-02 Merrick Blvd,Queens,07/23/2015 10:58:22 PM,07/25/2015 12:33:23 PM,40.68821548713409,-73.77645367339336
Law Enforcement-Other,310 East 14 Street,Manhattan,07/26/2015 08:40:14 PM,07/26/2015 08:55:03 PM,40.73211994753937,-73.98441622552346
Transportation-Other,400 West 31 Street,Manhattan,07/28/2015 10:43:18 AM,07/28/2015 11:30:00 AM,40.75154558536983,-73.99793912248263
HazMat-Other,1255 Adee Avenue,Bronx,07/28/2015 06:28:10 PM,07/28/2015 07:18:20 PM,40.869405588611706,-73.85024013376902
Fire-2nd Alarm,350 90th Street,Brooklyn,07/28/2015 10:09:32 PM,07/29/2015 06:30:18 AM,40.6204265304115,-74.0308056093737
Law Enforcement-Suspicious Package,89-20 Sutter Ave,Queens,09/18/2015 04:51:23 PM,,40.67627395852342,-73.8476454816733
Utility-Power Outage,298 Wallabout Street,Brooklyn,09/18/2015 06:14:40 PM,09/19/2015 10:17:08 AM,40.700405858649304,-73.9510349003726
Law Enforcement-Suspicious Package,East 83 Street & 1 Avenue,Manhattan,09/20/2015 07:14:34 PM,09/20/2015 08:16:02 PM,40.774928539152114,-73.95079957868238
Fire-2nd Alarm,332 Taylor Avenue,Bronx,09/20/2015 10:38:12 AM,09/20/2015 08:48:57 PM,40.81196645166519,-73.86075900210469
Utility-Gas High Pressure,1918 Kings Hwy,Brooklyn,09/21/2015 04:36:40 PM,09/21/2015 09:53:14 PM,40.61036742395244,-73.95437120347655
HazMat-Chemical,107-46 Van Wyck Expressway,Queens,06/18/2015 10:00:24 PM,06/19/2015 02:01:41 AM,40.68814774135422,-73.8089351368688
Utility-Gas Line Rupture,2748 Netherland Ave,Bronx,05/06/2011 02:02:32 PM,05/06/2011 05:58:23 PM,40.88072062828755,-73.91320986659653
HazMat-High Carbon Monoxide,39 Mott Street,Manhattan,02/28/2012 02:44:41 PM,02/28/2012 08:02:04 PM,40.71509251876583,-73.99882042315369
LawEnforcement-Suspicious Package,East 53 Street & Lexington Avenue,Manhattan,03/01/2012 04:05:40 PM,03/01/2012 04:24:53 PM,40.758373623956146,-73.97099315286857
Structural-Confined Space,235 East 14th Street,Manhattan,03/02/2012 10:50:34 AM,03/02/2012 11:34:34 AM,40.732927144392114,-73.98629592674865
Fire-3rd Alarm,21 East 2nd St.,Manhattan,02/15/2012 12:09:52 AM,03/02/2012 12:31:41 PM,40.7252807346905,-73.99120774235422
Administration-Evacuation Drill,27 Madison Ave,Manhattan,09/12/2012 11:35:44 AM,10/19/2012 10:12:17 AM,40.742231916754626,-73.98682088861801
Structural-Collapse,2462 Valentine Avenue,Bronx,10/19/2012 02:23:36 PM,10/19/2012 02:40:22 PM,40.86123032299192,-73.8963125632931
Structural-Cracks,520 West 183rd Street,Manhattan,10/19/2012 01:10:48 PM,10/19/2012 05:30:04 PM,40.84962135462628,-73.93077747356062
LawEnforcement-Suspicious Package,5602 U Avenue,Brooklyn,10/19/2012 11:47:57 PM,10/20/2012 01:02:33 AM,40.612219777060155,-73.91883906133161
Fire-10-76 (Commercial High Rise),1535 Broadway,Manhattan,10/20/2012 05:30:39 AM,10/20/2012 06:47:12 AM,40.75826656948823,-73.98546772308859
Utility-Water Service Line,123-33 83 Ave,Queens,10/19/2012 07:40:28 PM,10/20/2012 10:33:34 AM,40.711331441231835,-73.8271529351623
Law Enforcement-Explosion,300 West 234 Street,Bronx,09/27/2016 07:36:10 AM,,,
Structural-Life Safety Violations,712 crown st,Brooklyn,10/03/2016 10:07:54 PM,,40.665346490514594,-73.93380912094888
Fire-2nd Alarm,162-05 89 Avenue,Queens,10/03/2016 04:06:41 PM,,,
Structural-Street Collapse,Dean Street & Brooklyn Avenue,Brooklyn,09/25/2016 03:11:51 AM,,40.676572697521344,-73.9443034910347
Structural-Other,190 Dyckman Street,Manhattan,10/25/2014 06:16:30 AM,10/25/2014 09:39:21 AM,40.8647092363355,-73.92674869042229
Law Enforcement-Suspicious Package,2495 Amsterdam Avenue,Manhattan,10/26/2014 11:29:09 AM,10/26/2014 12:55:32 PM,40.84972777090131,-73.92973998089764
Utility-Gas Service Line,450 West 17th Street,Manhattan,12/08/2014 08:02:25 AM,12/08/2014 08:58:28 AM,40.743689979353874,-74.005954548088
Transportation-Other,,Hoboken,09/29/2016 09:06:56 AM,,40.73905343215743,-74.03015768316969
Utility-Electric Feeder Cable,135-05 Roosevelt Avenue,Queens,12/06/2014 03:15:54 PM,12/08/2014 06:20:53 PM,40.75906663487395,-73.83159888903062
Utility-Water Service Line,Hillman Avenue & sedgwick Avenue,Bronx,01/23/2015 03:25:43 AM,01/23/2015 08:23:36 PM,40.88233822104202,-73.89163263942915
Utility-Other,800 East 176 Street,Bronx,01/24/2015 08:05:10 AM,01/24/2015 10:05:28 AM,40.842052235930936,-73.88950447262651
Utility-Power Outage,140 beach 113 street,queens,01/24/2015 09:26:16 AM,01/24/2015 12:01:02 PM,40.57952574663377,-73.83397036116426
Utility-Manhole,42-26 76 Street,Queens,01/24/2015 12:04:40 PM,01/24/2015 03:08:05 PM,40.743095758495436,-73.88882413579523
Fire-Commercial,525 W 120 Street,Manhattan,10/27/2014 01:21:08 PM,10/27/2014 03:01:43 PM,40.80971610124966,-73.96009023615404
Structural-Collapse,1045 Wheeler Avenue,Bronx,10/27/2014 05:13:50 PM,10/27/2014 08:48:08 PM,40.824728282413865,-73.87923557665923
Structural-Confined Space,132 West 27th Street,Manhattan,12/09/2014 10:36:45 AM,12/09/2014 10:55:55 AM,40.74586644540687,-73.99204951636642
Structural-Street Collapse,3314 Neptune Ave,Brooklyn,08/04/2015 04:45:06 PM,08/04/2015 11:11:14 PM,40.5772165639423,-74.00019439039812
Utility-Water Main,5 Ave & 52 Street,Brooklyn,08/05/2015 10:16:49 AM,08/05/2015 08:52:28 PM,40.64398585737178,-74.01148411369388
Law Enforcement-Device,64-14 Woodside Avenue,Queens,08/06/2015 12:04:41 AM,08/06/2015 12:42:18 AM,40.74399316738838,-73.90070292654539
Structural-Partial Collapse,210 Bowery,Manhattan,08/04/2015 09:02:22 AM,08/06/2015 01:45:01 PM,40.72153155207232,-73.99357844144802
Fire-2nd Alarm,31 Stanley Avenue,Staten Island,08/06/2015 02:34:39 PM,08/06/2015 06:38:01 PM,40.63611195998433,-74.08660891015693
Utility-Power Outage,40 Waterside Plaza,Manhattan,08/06/2015 06:21:23 PM,08/06/2015 09:28:56 PM,40.737742021387156,-73.97379871839594
